,foodname,serving,image,calories,protein,fat,carb,sodium,fibre
688,Orange &amp; cherry rice custard,4,https://img.taste.com.au/8vs8M4cX/w720-h480-cfill-q80/taste/2016/11/orange-cherry-rice-custard-32518-1.jpeg,1004 kj (240cal),6g,4g,43g,98.9mg,2g
689,Coddled eggs with crunchy croutons and smoked salmon,6,https://img.taste.com.au/fef48Z4v/w720-h480-cfill-q80/taste/2016/11/coddled-eggs-with-crunchy-croutons-and-smoked-salmon-9524-1.jpeg,1309 kj (313cal),19.7g,23.0g,6.3g,543.7mg,1.7g
690,Balsamic chicken bake,6,https://content.api.news/v3/images/bin/25cfea72f48e544774361cc2f21e84ca,2527 kj (604cal),33.3g,39.5g,27.3g,413.8mg,2.7g
691,Mexican street corn&nbsp;tacos,4,https://img.taste.com.au/5tix5nWU/w720-h480-cfill-q80/taste/2020/01/feb20_mexican-street-corn-tacos-taste-157313-1.jpg,3842 kj (918cal),23g,53g,78g,1234mg,16g
692,Classic lamb roast,8,https://img.taste.com.au/SwR6KbeT/w720-h480-cfill-q80/taste/2016/11/classic-lamb-roast-98932-1.jpeg,1718 kj (411cal),41.5g,14.5g,29.1g,314mg,5.4g
693,"Creamy chicken, artichoke and pesto pot pies",4,https://img.taste.com.au/q7rd5y2c/w720-h480-cfill-q80/taste/2016/11/creamy-chicken-artichoke-and-pesto-pot-pies-105936-1.jpeg,4313 kj (1031cal),61.1g,55.9g,66.7g,1.3g,5.1g
694,Lemon-pepper crusted fish &amp; vegie tray bake,4,https://img.taste.com.au/d3VDZxZm/w720-h480-cfill-q80/taste/2016/11/lemon-pepper-crusted-fish-vegie-tray-bake-64876-1.jpeg,1088 kj (260cal),41.4g,4.1g,15.1g,531.6mg,3.3g
695,Cos with garlic mayonnaise,6,https://img.taste.com.au/ucYS2hX-/w720-h480-cfill-q80/taste/2016/11/cos-with-garlic-mayonnaise-11022-1.jpeg,1146 kj (274cal),0.8g,29.7g,2.9g,189.1mg,1.3g
696,Lentil &amp; tomato salad with garlic lebanese bread,6,https://img.taste.com.au/6IVvJIY9/w720-h480-cfill-q80/taste/2016/11/lentil-tomato-salad-with-garlic-lebanese-bread-20866-1.jpeg,1548 kj (370cal),13.2g,13.8g,42.5g,215.7mg,12.2g
697,Chicken breasts with feta and rocket,4,https://img.taste.com.au/BbyK3y4v/w720-h480-cfill-q80/taste/2016/11/chicken-breasts-with-feta-and-rocket-31353-1.jpeg,2423 kj (579cal),52.4g,20.5g,44.9g,756.9mg,5.0g
698,Mexican chilli beans,4,https://img.taste.com.au/bifIEHio/w720-h480-cfill-q80/taste/2016/11/mexican-chilli-beans-47584-1.jpeg,895 kj (214cal),10.8g,4.0g,37.9g,357.8mg,11.0g
699,Choc cherry steamed pudding,12,https://img.taste.com.au/lvCq5_j5/w720-h480-cfill-q80/taste/2016/11/choc-cherry-steamed-pudding-93303-1.jpeg,1611 kj (385cal),5.1g,21.4g,44.8g,212.1mg,2.8g
700,Lamb and cashew biryani,4,https://img.taste.com.au/Td1L2xN7/w720-h480-cfill-q80/taste/2016/11/lamb-and-cashew-biryani-65640-1.jpeg,2788 kj (666cal),32g,31g,63g,1551.97mg,6g
701,Turkey salad with chilli jam and toasted coconut,4,https://img.taste.com.au/gFf7YUyK/w720-h480-cfill-q80/taste/2016/11/turkey-salad-with-chilli-jam-and-toasted-coconut-16476-1.jpeg,1634 kj (391cal),18.7g,20.5g,36.7g,2.1g,7.1g
702,Honey peach and passion crumble,6,https://img.taste.com.au/B3jhi_s1/w720-h480-cfill-q80/taste/2016/11/honey-peach-and-passion-crumble-108210-1.jpeg,1386 kj (331cal),6.5g,12.9g,51.2g,15.7mg,6.0g
703,Broccoli and chilli pasta,4,https://img.taste.com.au/v7o16-mC/w720-h480-cfill-q80/taste/2016/11/broccoli-and-chilli-pasta-77561-1.jpeg,2529 kj (604cal),17.6g,25.9g,75.8g,311.3mg,4.7g
704,Cheesy chorizo-stuffed capsicums,4,https://img.taste.com.au/3fVAp_cD/w720-h480-cfill-q80/taste/2020/09/cheesy-chorizo-stuffed-capsicums-165468-2.jpg,9664 kj (2310cal),64.7g,107.9g,276.8g,2.2g,44.6g
705,"Chicken, hummus and tabouli wrap",4,https://img.taste.com.au/bPb4olXM/w720-h480-cfill-q80/taste/2016/11/chicken-hummus-and-tabouli-wrap-28283-1.jpeg,457 kj (109cal),18.0g,2.0g,4.6g,132.3mg,0.1g
706,Chocolate cherry cheesecake trifle,16,https://img.taste.com.au/BGA1LWR4/w720-h480-cfill-q80/taste/2016/11/chocolate-cherry-cheesecake-trifle-106452-1.jpeg,2158 kj (516cal),5.7g,35g,41.9g,244mg,0.6g
707,Pork patties with gherkin dressing,8,https://img.taste.com.au/69TYQPmM/w720-h480-cfill-q80/taste/2016/11/pork-patties-with-gherkin-dressing-22196-1.jpeg,4536 kj (1084cal),30.6g,87.0g,45.5g,385.2mg,4.1g
708,Thousand-layer apple tart,8,https://img.taste.com.au/Ch0k28FN/w720-h480-cfill-q80/taste/2016/11/thousand-layer-apple-tart-97376-1.jpeg,1115 kj (266cal),1.2g,0.5g,65.0g,3.4mg,8.0g
709,Passionfruit marshmallow pavlova,12,https://img.taste.com.au/Mt6l8xpH/w720-h480-cfill-q80/taste/2016/11/passionfruit-marshmallow-pavlova-69500-1.jpeg,1196 kj (286cal),2.8g,13.0g,40.1g,39.6mg,1.0g
710,Indian spiced nut mix,12,https://img.taste.com.au/wGD2svAF/w720-h480-cfill-q80/taste/2016/11/indian-spiced-nut-mix-17072-1.jpeg,1722 kj (412cal),9.6g,30.6g,31.4g,223.2mg,4.7g
711,Blood orange and ruby grapefruit punch,4,https://img.taste.com.au/LnZRV6_Q/w720-h480-cfill-q80/taste/2016/11/blood-orange-and-ruby-grapefruit-punch-54678-1.jpeg,826 kj (197cal),2.5g,0.5g,47.8g,15.6mg,2.5g
712,Beef and ricotta lasagne,6,https://img.taste.com.au/nSGvpCYq/w720-h480-cfill-q80/taste/2017/10/usebeef-and-ricotta-lasagne-1-131829-1.jpg,2749 kj (657cal),37.7g,38.7g,38.2g,528.4mg,4.6g
713,Slow cooker chicken wings,4,https://img.taste.com.au/yEH2z9X9/w720-h480-cfill-q80/taste/2021/07/slow-cooker-chicken-wings-172286-1.jpg,2482 kj (593cal),38.3g,36.0g,28.5g,1.1g,0.3g
714,Spring apricot chicken with barley salad,4,https://img.taste.com.au/ulKjTjHq/w720-h480-cfill-q80/taste/2016/11/spring-apricot-chicken-with-barley-salad-86745-1.jpeg,2399 kj (573cal),51.4g,21.7g,34g,507mg,7.3g
715,Tamarind-roasted vegetables,6,https://img.taste.com.au/G2jMAF_E/w720-h480-cfill-q80/taste/2016/11/tamarind-roasted-vegetables-25388-1.jpeg,1344 kj (321cal),5.5g,13.2g,49.6g,69.2mg,8.8g
716,"Spinach, olive and bocconcini salad",4,https://img.taste.com.au/qJ9silCC/w720-h480-cfill-q80/taste/2016/11/spinach-olive-and-bocconcini-salad-5628-1.jpeg,914 kj (218cal),15.5g,16.6g,3.1g,943.6mg,0.9g
717,Creamy sweet potato and thyme bake,4,https://img.taste.com.au/HrwhDDsm/w720-h480-cfill-q80/taste/2016/11/creamy-sweet-potato-and-thyme-bake-83717-1.jpeg,1787 kj (427cal),13g,22g,42.2g,371mg,4.3g
718,Smoked salmon tartines with red onion-caper relish,8,https://img.taste.com.au/odVGFSMD/w720-h480-cfill-q80/taste/2016/11/smoked-salmon-tartines-with-red-onion-caper-relish-89422-1.jpeg,1644 kj (393cal),19.1g,14.2g,63.3g,1635mg,3.4g
719,Warm vegetable salad with creamy lime dressing,8,https://img.taste.com.au/6kRPdPyk/w720-h480-cfill-q80/taste/2016/11/warm-vegetable-salad-with-creamy-lime-dressing-60650-1.jpeg,1195 kj (286cal),7.2g,5.7g,54.0g,37.7mg,6.1g
720,"Chicken, leek and bacon pie",8,https://img.taste.com.au/Tymvorju/w720-h480-cfill-q80/taste/2016/11/chicken-leek-and-bacon-pie-102612-1.jpeg,3002 kj (717cal),26.4g,46.0g,48.8g,298.9mg,2.0g
721,Fish and crisp chips,8,https://img.taste.com.au/WUbvpNpZ/w720-h480-cfill-q80/taste/2016/11/fish-and-crisp-chips-28822-1.jpeg,1916 kj (458cal),27.5g,18.2g,45.1g,415.6mg,3.7g
722,Asian-glazed pork cutlets with orange and avocado salad,4,https://img.taste.com.au/32sc9Aiv/w720-h480-cfill-q80/taste/2016/11/asian-glazed-pork-cutlets-with-orange-and-avocado-salad-30863-1.jpeg,3461 kj (827cal),38.8g,50.0g,56.2g,124.5mg,3.3g
723,"Fast salmon, dill and potato frittata",4,https://img.taste.com.au/BWMa0-to/w720-h480-cfill-q80/taste/2017/08/fast-salmon-dill-frittata1-1980x1320-129723-1.jpg,1594 kj (381cal),23.3g,22.5g,20.5g,447.4mg,3.5g
724,Pecan cake with butterscotch sauce,6,https://img.taste.com.au/X400-A0E/w720-h480-cfill-q80/taste/2016/11/pecan-cake-with-butterscotch-sauce-23686-1.jpeg,2497 kj (597cal),8.6g,42.5g,49.3g,252.7mg,3.2g
725,Sticky chicken with green curry noodles,4,https://img.taste.com.au/6SEIYJK3/w720-h480-cfill-q80/taste/2016/11/sticky-chicken-with-green-curry-noodles-107824-1.jpeg,4454 kj (1065cal),42.7g,40.5g,44.6g,3.1g,2.3g
726,Slow-cooker southern pork ribs,4,https://img.taste.com.au/y5yz9Qu4/w720-h480-cfill-q80/taste/2016/11/slow-cooker-southern-pork-ribs-89227-1.jpeg,1820 kj (435cal),37.3g,21.2g,18.0g,620.1mg,1.4g
727,"Date, cacao and coconut truffles",25,https://img.taste.com.au/Xy-1qiw1/w720-h480-cfill-q80/taste/2016/11/date-cacao-and-coconut-truffles-97894-1.jpeg,146 kj (35cal),0.5g,0.9g,7.1g,2mg,0.8g
728,Baked fish fillets with wilted choy sum,4,https://img.taste.com.au/etFRziFe/w720-h480-cfill-q80/taste/2016/11/baked-fish-fillets-with-wilted-choy-sum-21470-1.jpeg,1098 kj (262cal),28.9g,12.9g,11.6g,769.7mg,3.0g
729,"Roast lamb stuffed with orange, cranberry and rosemary",6,https://img.taste.com.au/3Lwpld8j/w720-h480-cfill-q80/taste/2016/11/roast-lamb-stuffed-with-orange-cranberry-and-rosemary-108102-1.jpeg,18130 kj (4333cal),330.5g,198.5g,313.0g,2.4g,47.0g
730,Roast turkey with apricot and hazelnut stuffing,8,https://img.taste.com.au/OpUD5nrm/w720-h480-cfill-q80/taste/2016/11/roast-turkey-with-apricot-and-hazelnut-stuffing-101477-1.jpeg,4317 kj (1032cal),99.2g,40.3g,64.7g,930.9mg,4.8g
731,Pomegranate tabouli,4,https://img.taste.com.au/WOrLBpJh/w720-h480-cfill-q80/taste/2016/11/pomegranate-tabouli-79841-1.jpeg,1022 kj (244cal),5.2g,10.5g,36.5g,19.8mg,7.4g
732,Corn and shallot blini with smoked trout,6,https://img.taste.com.au/1kpcDNeA/w720-h480-cfill-q80/taste/2016/11/corn-and-shallot-blini-with-smoked-trout-55848-1.jpeg,986 kj (236cal),13.5g,6.4g,32.6g,672.4mg,2.8g
733,White chocolate eggnog,8,https://img.taste.com.au/lAPo5SXC/w720-h480-cfill-q80/taste/2016/11/white-chocolate-eggnog-75712-1.jpeg,832 kj (199cal),5g,9g,22g,47.81mg,
734,Smoked trout fishcakes with pea &amp; watercress salad,4,https://img.taste.com.au/m_T6TlXy/w720-h480-cfill-q80/taste/2016/11/smoked-trout-fishcakes-with-pea-watercress-salad-95732-1.jpeg,2291 kj (548cal),31.8g,27.5g,44.4g,772.2mg,7.7g
735,Salted caramel smoothie,2,https://img.taste.com.au/4MEg0AoK/w720-h480-cfill-q80/taste/2017/12/salted-caramel-smoothie-taste_1980x1320-133784-1.jpg,1965 kj (470cal),8.9g,14.2g,87.0g,340.1mg,9.3g
736,Chicken pad Thai,4,https://img.taste.com.au/KQ-uZ5Tk/w720-h480-cfill-q80/taste/2016/11/chicken-pad-thai-94082-1.jpeg,2833 kj (677cal),29.4g,21.5g,90.5g,811.4mg,4.3g
737,Seafood salad,8,https://img.taste.com.au/IPlAHPgC/w720-h480-cfill-q80/taste/2016/11/seafood-salad-106682-1.jpeg,12675 kj (3029cal),381.3g,121.1g,100.4g,2.6g,19.9g
738,Curried vegetable pilaf,4,https://img.taste.com.au/W2rHqiq9/w720-h480-cfill-q80/taste/2016/11/curried-vegetable-pilaf-72826-1.jpeg,2665 kj (637cal),10.1g,32.3g,75.4g,411.4mg,6.5g
739,Korma pork burger,4,https://img.taste.com.au/uDbrB7ph/w720-h480-cfill-q80/taste/2017/09/korma-pork-burger-130044-2.jpg,2464 kj (589cal),31.4g,34.4g,38.8g,548.2mg,2.1g
740,Brekkie sandwich,4,https://img.taste.com.au/M_cj4Ufl/w720-h480-cfill-q80/taste/2016/11/brekkie-sandwich-23639-1.jpeg,9445 kj (2257cal),119.7g,140.9g,130.3g,2.4g,32.5g
741,Berry granola fro-yo bark,8,https://img.taste.com.au/dXeoMl8y/w720-h480-cfill-q80/taste/2017/02/berry-granola-fro-yo-bark-120349-1.jpg,388 kj (93cal),2.5g,4.8g,7.5g,15mg,0.6g
742,White chocolate panna cotta with rosewater syrup,6,https://img.taste.com.au/tMVYlKBU/w720-h480-cfill-q80/taste/2016/11/white-chocolate-panna-cotta-with-rosewater-syrup-12460-1.jpeg,2149 kj (514cal),3.1g,33.6g,46.4g,39.4mg,
743,Salmon &amp; lime kebabs,6,https://img.taste.com.au/ujyI2o9t/w720-h480-cfill-q80/taste/2016/11/salmon-lime-kebabs-77288-1.jpeg,1155 kj (276cal),28.8g,16.5g,4.4g,68.8mg,1.1g
744,Coconut choc-chip cake,10,https://img.taste.com.au/g-Bbe4rK/w720-h480-cfill-q80/taste/2016/11/coconut-choc-chip-cake-89642-1.jpeg,3093 kj (739cal),9.4g,31.9g,110.1g,464.4mg,5.1g
745,"Spinach, bacon and tomato quiche",6,https://img.taste.com.au/rSC0yts_/w720-h480-cfill-q80/taste/2019/02/spinach-bacon-and-tomato-quiche-147406-1.jpg,2056 kj (491cal),15.9g,32.8g,33.3g,502.6mg,2.6g
746,Asparagus with sesame seeds and fresh herb tahini,12,https://img.taste.com.au/uI-Hxbw7/w720-h480-cfill-q80/taste/2016/11/asparagus-with-sesame-seeds-and-fresh-herb-tahini-3973-1.jpeg,452 kj (108cal),5.0g,7.4g,8.1g,77.9mg,2.9g
747,All-in-one-pan beef stroganoff,4,https://img.taste.com.au/09Pzz_GO/w720-h480-cfill-q80/taste/2016/11/all-in-one-pan-beef-stroganoff-108938-1.jpeg,3079 kj (736cal),50.5g,28.7g,71.8g,601.9mg,5.3g
748,Roasted tomatoes,8,https://img.taste.com.au/I7Wl-gK0/w720-h480-cfill-q80/taste/2016/11/roasted-tomatoes-82523-1.jpeg,329 kj (79cal),,4.6g,7.7g,126.3mg,2.3g
749,Shepherd's pie 'muffins',4,https://img.taste.com.au/WW8ou4iX/w720-h480-cfill-q80/taste/2016/11/shepherds-pie-muffins-102284-1.jpeg,2185 kj (522cal),20.8g,36.9g,26.9g,167.1mg,4.5g
750,Mini banana and blueberry breads,8,https://img.taste.com.au/creyEWAO/w720-h480-cfill-q80/taste/2016/11/mini-banana-and-blueberry-breads-94954-1.jpeg,1280 kj (306cal),6.7g,9.4g,47.7g,411mg,2.5g
751,"Mushroom, capsicum and goat's cheese tart",6,https://img.taste.com.au/HN9tmakQ/w720-h480-cfill-q80/taste/2016/11/mushroom-capsicum-and-goats-cheese-tart-66087-1.jpeg,1477 kj (353cal),16.9g,23.9g,17.1g,504.7mg,1.9g
752,Sweet potato gems,6,https://content.api.news/v3/images/bin/8640697713607a2bcc33b774a6ece56a,960 kj (229cal),7g,5g,35g,54mg,7g
753,Poached pears with chocolate risotto,4,https://img.taste.com.au/wQr4FeAT/w720-h480-cfill-q80/taste/2016/11/poached-pears-with-chocolate-risotto-21308-1.jpeg,3375 kj (807cal),16.0g,28.3g,122.1g,132mg,5.4g
754,"Battered prawns on chickpea, chilli and avocado salad",4,https://img.taste.com.au/mgwmz6Z5/w720-h480-cfill-q80/taste/2016/11/battered-prawns-on-chickpea-chilli-and-avocado-salad-5477-1.jpeg,1025 kj (245cal),11.8g,6.8g,35.3g,367.9mg,7.2g
755,Spiced poached pears,8,https://img.taste.com.au/1SidyGwR/w720-h480-cfill-q80/taste/2016/11/spiced-poached-pears-10548-1.jpeg,798 kj (191cal),0.3g,0.1g,39.5g,3.3mg,2.9g
756,"Lamb, eggplant and bean bake",6,https://img.taste.com.au/22TwjJOO/w720-h480-cfill-q80/taste/2016/11/lamb-eggplant-and-bean-bake-102819-1.jpeg,2401 kj (574cal),28.0g,38.2g,32.7g,618.7mg,6.1g
757,Zucchini carpaccio,4,https://img.taste.com.au/5e8szdta/w720-h480-cfill-q80/taste/2016/11/zucchini-carpaccio-12616-1.jpeg,1551 kj (371cal),11.4g,31.7g,14.1g,479.8mg,3.3g
758,Creamy beef and semi-dried tomato fettuccine,4,https://img.taste.com.au/PJRBJvbU/w720-h480-cfill-q80/taste/2016/11/creamy-beef-and-semi-dried-tomato-fettuccine-106404-1.jpeg,2774 kj (663cal),44.5g,22.9g,68.5g,153.6mg,6.7g
759,Scones with cardamom date spread,8,https://img.taste.com.au/0R6dlDLe/w720-h480-cfill-q80/taste/2016/11/scones-with-cardamom-date-spread-21380-1.jpeg,1450 kj (347cal),6.7g,2.9g,77.5g,474.5mg,3.2g
760,Warm paneer and lentil salad with chutney dressing,4,https://img.taste.com.au/P_6LgfN3/w720-h480-cfill-q80/taste/2016/11/warm-paneer-and-lentil-salad-with-chutney-dressing-97720-1.jpeg,2406 kj (575cal),23.5g,43.1g,21.3g,855.6mg,6.9g
761,Pork belly with apple and pear relish,6,https://img.taste.com.au/bHPzAnSW/w720-h480-cfill-q80/taste/2019/05/pork-belly-with-apple-pear-relish-149921-1.jpg,3191 kj (763cal),13.5g,70.9g,15.3g,434.9mg,2.3g
762,Cambodian fish curry,4,https://img.taste.com.au/kMmZ8wqT/w720-h480-cfill-q80/taste/2016/11/cambodian-fish-curry-105082-1.jpeg,1837 kj (439cal),39.5g,25.5g,18.2g,605.6mg,2.5g
763,Avocado and prawn risotto (gluten-free),4,https://img.taste.com.au/YC_lXXNG/w720-h480-cfill-q80/taste/2016/11/avocado-and-prawn-risotto-gluten-free-7840-1.jpeg,3329 kj (796cal),31.4g,25.0g,102.5g,1.5g,5.9g
764,Italian potato salad wreath,8,https://img.taste.com.au/UFj5rrMZ/w720-h480-cfill-q80/taste/2023/12/italian-potato-salad-wreath-194138-1.png,1763 kj (421cal),4.7g,29.0g,27.8g,396.9mg,1.8g
765,Edamame fettuccine with walnut pesto,4,https://img.taste.com.au/DZx98K35/w720-h480-cfill-q80/taste/2020/04/may20_edamame-fettuccine-with-walnut-pesto-160741-1.jpg,1876 kj (448cal),28.6g,30.6g,22.9g,106.9mg,11.9g
766,Magical mini muffins,24,https://img.taste.com.au/Ghqlvk44/w720-h480-cfill-q80/taste/2016/11/magical-mini-muffins-18008-1.jpeg,272 kj (65cal),2.4g,3.4g,6.3g,145.4mg,0.2g
767,Cuban picadillo,4,https://img.taste.com.au/hS6ZP9aR/w720-h480-cfill-q80/taste/2019/05/cuban-picadillo-149737-1.jpg,2412 kj (576cal),27.1g,31.4g,48.5g,890.8mg,9.2g
768,Almond-crusted chicken with miso pumpkin mash,4,https://img.taste.com.au/dLzJ8l5y/w720-h480-cfill-q80/taste/2017/12/almond-crusted-chicken-with-miso-pumpkin-mash-133464-2.jpg,5853 kj (1399cal),230.9g,39.5g,17.3g,619.8mg,3.1g
769,Balsamic vegies with ancient grains,4,https://img.taste.com.au/LLRPLbxR/w720-h480-cfill-q80/taste/2018/04/may-18_balsamic-veggies-with-aancient-grains-3000x2000-136949-1.jpg,1410 kj (337cal),9.5g,12.5g,44.9g,121mg,4.5g
770,Sesame &amp; ginger rice balls,24,https://img.taste.com.au/Le5BcNwq/w720-h480-cfill-q80/taste/2016/11/sesame-ginger-rice-balls-79913-1.jpeg,380 kj (91cal),2g,3g,14g,12.11mg,
771,Barbecued steaks with grilled summer salad,4,https://img.taste.com.au/mQE7QCSs/w720-h480-cfill-q80/taste/2016/12/barbecued-steaks-with-grilled-summer-salad_digiapi_1980x1320-119090-1.jpg,3010 kj (719cal),46.6g,51.1g,15.8g,174.8mg,6.2g
772,Cinnamon spiced hot chocolate,8,https://img.taste.com.au/8nshJ3ci/w720-h480-cfill-q80/taste/2016/11/cinnamon-spiced-hot-chocolate-57342-1.jpeg,742 kj (177cal),9.6g,5.6g,24.9g,100.8mg,2.4g
773,Pulled lamb and warm lentil salad,6,https://content.api.news/v3/images/bin/e5ad5208fd2b801505bfff882e6d76ab,3204 kj (766cal),63.1g,49.5g,11.3g,305.9mg,5.4g
774,Mulled wine,4,https://img.taste.com.au/reZ-soBA/w720-h480-cfill-q80/taste/2016/11/mulled-wine-75599-1.jpeg,1720 kj (411cal),0.8g,0.3g,53.1g,21.8mg,2.7g
775,Meringue-topped lemon and passionfruit delicious,6,https://img.taste.com.au/qdCwbJli/w720-h480-cfill-q80/taste/2016/11/meringue-topped-lemon-and-passionfruit-delicious-98675-1.jpeg,2416 kj (577cal),9.5g,25.0g,80.4g,314.2mg,0.6g
776,Vegetable and lentil curry,4,https://img.taste.com.au/qoLpskJh/w720-h480-cfill-q80/taste/2016/11/vegetable-and-lentil-curry-81608-1.jpeg,838 kj (200cal),9.7g,6.9g,27.2g,680.9mg,11.8g
777,Hawaiian pizza,6,https://img.taste.com.au/vrljkAEO/w720-h480-cfill-q80/taste/2016/11/hawaiian-pizza-2628-1.jpeg,1723 kj (412cal),26.2g,9.3g,53.8g,1338mg,4g
778,Toffeed pineapple with rum ice-cream,4,https://img.taste.com.au/3Zi7wZnM/w720-h480-cfill-q80/taste/2016/11/toffeed-pineapple-with-rum-ice-cream-21492-1.jpeg,2057 kj (492cal),6g,16g,72g,87.5mg,2g
779,Chicken larb platter,8,https://img.taste.com.au/O7dmdq2b/w720-h480-cfill-q80/taste/2016/11/chicken-larb-platter-106119-1.jpeg,2200 kj (526cal),28.8g,18.3g,62.3g,1.5g,3.5g
780,Wood-roasted garlic with soft cheese and bread,6,https://img.taste.com.au/7jOHnVcr/w720-h480-cfill-q80/taste/2016/11/wood-roasted-garlic-with-soft-cheese-and-bread-7948-1.jpeg,2020 kj (483cal),18.0g,25.3g,46.8g,589.4mg,3.8g
781,Spiced apple juice,6,https://img.taste.com.au/TmiXptJv/w720-h480-cfill-q80/taste/2016/11/spiced-apple-juice-3569-1.jpeg,854 kj (204cal),0.9g,1.0g,49.3g,23.1mg,4.8g
782,"Tuna, broad bean and risoni salad",4,https://img.taste.com.au/g3pOVdf5/w720-h480-cfill-q80/taste/2016/11/tuna-broad-bean-and-risoni-salad-67228-1.jpeg,2305 kj (551cal),44.5g,13.3g,66.4g,446mg,7.9g
783,Almost instant chicken pho,1,https://img.taste.com.au/wDimoxlq/w720-h480-cfill-q80/taste/2016/11/almost-instant-chicken-pho-107692-1.jpeg,1428 kj (341cal),21.3g,13.9g,32.8g,1.8g,2.3g
784,Lebanese roast salmon and cauliflower salad,4,https://img.taste.com.au/pSBKlnst/w720-h480-cfill-q80/taste/2016/11/lebanese-roast-salmon-and-cauliflower-salad-105416-1.jpeg,2364 kj (565cal),39g,30g,31g,,10g
785,Mulligatawny,4,https://img.taste.com.au/s5zyUbXV/w720-h480-cfill-q80/taste/2016/11/mulligatawny-75938-1.jpeg,2119 kj (506cal),33.8g,24.8g,38.6g,453.8mg,5.2g
786,Toad in the hole,4,https://img.taste.com.au/IllSUDaK/w720-h480-cfill-q80/taste/2016/11/toad-in-the-hole-17793-1.jpeg,2986 kj (714cal),31.6g,45.3g,42.3g,1.3g,2.7g
787,Roast lamb with chickpea puree and mint sauce,6,https://img.taste.com.au/QQTE4Fij/w720-h480-cfill-q80/taste/2016/11/roast-lamb-with-chickpea-puree-and-mint-sauce-105910-1.jpeg,23970 kj (5729cal),384.5g,404.5g,125.8g,2.3g,35.3g
788,Thai style chicken wraps,4,https://img.taste.com.au/ZCgRTXjl/w720-h480-cfill-q80/taste/2016/11/thai-style-chicken-wraps-26451-1.jpeg,1655 kj (396cal),38.1g,10.5g,35.6g,444.7mg,3.5g
789,Pomegranate chicken,4,https://img.taste.com.au/YO8c9Srs/w720-h480-cfill-q80/taste/2016/11/pomegranate-chicken-103035-1.jpeg,3116 kj (745cal),54.0g,23.8g,80.5g,502.5mg,6.7g
790,Lemon meringue eggs,4,https://img.taste.com.au/bZ0t8Xqu/w720-h480-cfill-q80/taste/2016/11/lemon-meringue-eggs-71435-1.jpeg,1963 kj (469cal),5.8g,10.3g,90.6g,65.5mg,0.3g
791,Lamb wellington pops with minted pea smash,4,https://img.taste.com.au/zZIxCIso/w720-h480-cfill-q80/taste/2016/11/lamb-wellington-pops-with-minted-pea-smash-90810-1.jpeg,5535 kj (1323cal),57.3g,70.6g,113.3g,977.9mg,9.6g
792,Potato and crispy bacon soup,6,https://img.taste.com.au/Kh0ZcoRw/w720-h480-cfill-q80/taste/2016/11/potato-and-crispy-bacon-soup-98297-1.jpeg,859 kj (205cal),4.7g,7.3g,31.3g,400.3mg,3.2g
793,Chocolate rum and raisin pudding,4,https://img.taste.com.au/NMHBKPtN/w720-h480-cfill-q80/taste/2016/11/chocolate-rum-and-raisin-pudding-23359-1.jpeg,3339 kj (798cal),10.0g,29.4g,120.6g,482.4mg,7.4g
794,Chicken cooked in a salt crust,4,https://img.taste.com.au/0pM3OcwM/w720-h480-cfill-q80/taste/2016/11/chicken-cooked-in-a-salt-crust-10516-1.jpeg,3682 kj (880cal),62.0g,28.9g,87.4g,8.6g,3.4g
795,Easy creamy rice pudding,4,https://img.taste.com.au/xQg3KBOT/w720-h480-cfill-q80/taste/2010/01/creamy-rice-pudding-recipe-close-up-199119-1.jpg,1838 kj (439cal),11.7g,8.5g,79.1g,155.8mg,0.7g
796,Sweet potato rosti,6,https://img.taste.com.au/rsgojrOQ/w720-h480-cfill-q80/taste/2016/11/sweet-potato-rosti-12182-1.jpeg,1114 kj (266cal),3.0g,18.4g,23.0g,63.1mg,2.9g
797,Best-ever Christmas crack,12,https://content.api.news/v3/images/bin/d97b9f5a4289bd32be9e859f97038c43,1647 kj (394cal),3.3g,23.8g,43.3g,112.9mg,3.6g
798,Peach and goat's curd pizza,4,https://img.taste.com.au/ed6_LA4K/w720-h480-cfill-q80/taste/2016/11/peach-and-goats-curd-pizza-104597-1.jpeg,2806 kj (671cal),21.2g,32.0g,76.7g,559.6mg,2.6g
799,Antipasto platter,10,https://img.taste.com.au/yfWq6L-w/w720-h480-cfill-q80/taste/2016/11/antipasto-platter-3293-1.jpeg,1545 kj (369cal),21g,25g,12g,1565.76mg,
800,Blue-eye trevalla with almond pesto,4,https://img.taste.com.au/lyAPF10h/w720-h480-cfill-q80/taste/2016/11/blue-eye-trevalla-with-almond-pesto-80143-1.jpeg,3621 kj (865cal),56.8g,56.1g,34.4g,446.9mg,5.3g
801,Banana caramel trifle,4,https://img.taste.com.au/VftiteyJ/w720-h480-cfill-q80/taste/2016/11/banana-caramel-trifle-1467-1.jpeg,4759 kj (1137cal),12.2g,54.8g,153.0g,344.2mg,4.1g
802,Pork and olive rolls in cherry tomato sauce,4,https://img.taste.com.au/8PEhKOUB/w720-h480-cfill-q80/taste/2016/11/pork-and-olive-rolls-in-cherry-tomato-sauce-105098-1.jpeg,2066 kj (494cal),45.8g,20.4g,30.1g,874.6mg,4.5g
